question,answer
Any restaurant then I guess will have to do located in the centre that is moderately priced. Are you SURE their aren't' any Irish restaurants?,"There a no Irish places in the centre, in that price range, nor any in town. Shall I try some British food?"
Yes please try British.,"I'm sorry. I'm not showing any British restaurants in the centre of town, either? Would you like to try another part of town or a different type of food?"
"Ok, anything british will do. I need to book a table for 8 people on Monday at 15:30.",restaurant one seven is in the centre and its serves british food and it's in the moderate price range. Would you like me to book a table for you?
Please. And can I have the confirmation number as well? Can you tell me if that is 3 stars?,"No, these restaurants aren't graded with stars. But I do have a reservation for you. The reference number is U3AG4VDD . Can I be of further help to you today?"
Yes. I would like a hotel in the same area as the restaurant. I'm not driing so I don't need free parking.,"cityroomz hotel in the center is moderately priced. It's located at sleeperz hotel, station road. phone number is 01223304050. shall I book it for you?"
"I'm in the east part of town, and I'd like to find a nearby Scandinavian restaurant.",There are no venues selling Scandinavian food in the East part of town.
How about Indian food. Give me their address and phone number.,There are four restaurants in the east part of town serving Indian food. What price range would you like?
it doesn't matter,Curry Prince is a moderately priced restaurant in the east of town that serves Indian food.
I am looking for an expensive restaurant that serves Portuguese food. Please also provide the phone number.,I do not show an expensive Portuguese restaurant. Can I look for something else?
How about french food?,Cote is a French restaurant located in the centre part of town and is in the expensive price range. Is there anything else I can help you with today?
"Could you help me find a restaurant that's moderately priced, and services sri lankan cuisine?","I'm sorry, I don't see any moderately priced sri lankan restaurants. Would you like to try another sort of cuisine?"
"Yes, are there are restaurants with lebanese cuisine?","No, I'm sorry, there are no Sri Lankan restaurants in the moderate or the expensive price range. Can I help you find something else?"
Do you have a moderately priced restaurant serving lebanese food?,Yes. Ali baba serves lebanese. May I book a table for you?
yes see if there is booking for 6 people at 11:15 on thursday.,"I'm sorry, I was unable to book the restaurant. Would you like to try a different restaurant?"
I need help finding a place to dine that is very expensive and is located in the centre.,There are a variety of restaurants that are expensive and are located in the centre. Is there a food type that you are interested in?
I will just take the first one on the list. Can you make a reservation for 5 at 16:00 this Tuesday?,Unfortunately Bedouin doesn't have anything available. Would you like me to keep going down the list?
Yes the next one down the list,Booking was a success. It'll be at kymmoy and the reference number is X651IF9F .
"Just to be certain, does kymmoy share the same area and price range as Bedouin?",Yes it most certainly does.
There's an attraction I'm looking for in Cambridge.,"Ok, are you looking for a church?"
No. I am looking for an attraction called Downing College.,Downing College is in the centre on Regent Street. The number is 01223334860. It is even free!
Great! Thanks so much for the info. I am also hoping you might help me find a restaurant in the centre.,There are many wonderful restaurants in the city centre. Do you have a price range?
yes. it should be moderately priced.,Were you interested in a specific kind of cuisine?
European would be a nice change.,Okay there are four matches for your request. May I make a suggestion?
Hello. I want a cheap barbeque restaurant.,There is not a restaurant matching your request. Would you like a different restaurant?
Are there any cheap indian restaurants?,There are four listings for the provided criteria. Do you prefer the centre or south area?
I don't care.,Kohinoor is a cheap Indian restaurant in the centre of town. Would you like their address?
I'm looking for a place to stay in the north.,Great! There are 13 places to stay in the north. Eleven of them are guesthouses and 2 are hotels. Do you have a preference?
"I would like to find a hotel, preferable one that is moderately priced.",The Ashley Hotel at 74 Chesterton Road is nice. Can I book a room for you?
Can I possibly get their phone number?,There phone number is 01223350059. Do you require any more assistance?
What's their postcode?,The postcode is cb41er. Do you need anything else today?
I am looking for a restaurant a friend recommended. It is called the sitar tandoori.,I found Sitar Tandoori for you. It is located in east part of town. It is in the expensive price range and serves Indian food.
I'm looking for an italian restaurant in the centre. What is available?,"I have a couple I can recommend for you, is there a certain price range you would like to stay in?"
