question,answer
How about a multiple sports place near that restaurant.,"the cherry hinton village center is in the east, would you like the address?"
"Yes, I am looking for information for a restaurant of moderate price serving catalan food.","I'm sorry, I don't have any restaurants that fit your needs, would another food type work for you?"
How about a restaurant that serves British food?,There are 5 British restaurants that are moderately priced. Would you like to book a table with one of them?
Can you recommend a good one for me? I'll need the address and postcode.,"The Oak Bistro is my favorite. They are located at 6 Lensfield Road, cb21eg. Can I help with anything else today?"
"Yes. I would like to go to a museum in the Centre of town. If price is no object, what's the best one?","There are quite a few museums in the centre of town, would you be interested in the Primavera or Cambridge Contemporary Art? If not there are others i can suggest."
I need a train to get to stansted airport by 17:30,do you have a day that you want to travel on ?
"Yeah, Tuesday. Thanks.",I will also need your departure city.
cambridge. get me the travel time,There are trains on the :08 every hour on Tuesday. The one closest to your arrival time leaves cambridge at 16:40. It's a 28 minute journey.
I also need the name and number of an expensive place to dine in the city center. Whatever you recommend.,What type of food would you like?
Good morning. I am planning a visit to Cambridge and need some help with details. I hear there are a lot of places to see.,There are plenty of attractions. What area of town are you interested in?
I am interested in the east part of town.,"There are 10 different attractions on the east side. There's a boat, a couple of entertainment venues, a few museums, a multiple sports complex, a park, and a swimming pool."
"Great! What I really need is a guesthouse in the East, What do you have available?",There are 6 guesthouses in the east area. What price range are you looking for?
Price does not matter but it needs to have free parking.,"5 places offer, I recommend warkworth house, would you like me to book you?"
I would like to book for 5 people for 4 nights starting on Monday,The booking was unsuccessful. Do you have a preference for another day?
I am looking for information for Warkworth House.,"Certainly. The Warkworth House is a 4 star, moderately priced guesthouse located in the east area. The address is Warkworth Terrace, postcode cb11ee. The phone number is 01223363682."
Thank you. Does this guesthouse provide internet?,"Yes, would you like me to book a stay for you today?"
"Right now I am just gathering information. What is it's price range, star of the hotel, and also is internet available?","It is moderately priced, 4 stars, and internet is available."
I'd also love to go to a swimming pool. Can you find me one?,"In the same area, you'll find the Abbey Pool and Astroturf Patch."
I want to know about 4 star hotels that include free parking for guests.,What area of town would you like to stay in?
It doesn't matter but it should be a guesthouse.,There are about 16 choices. Maybe we can narrow it down if you tell me what price range you were looking at?
"guesthouses not hotel, sorry can you suggest one and give me their phone number please",I have 33 guesthouses all over town ranging from cheap to moderate. What area do you prefer and which price range will work for you.
As long as it's a guesthouse with 4 stars and free parking I will be happy. Which one do you recommend?,"There are 16 all over town, that meet your criteria. If you could tell me which part of town you would prefer, that would help narrow the choices down."
"Please give me the phone number of a guesthouse, it doesn't matter where it is, as long as it has parking and 4 stars.",The acorn guest house has parking and 4 stars. Their telephone number is 01223353888. May I help you with something else?
Taxi to de luca cucina and bar please,What time would you like to arrive at your destination?
"Hello, I am looking for a guesthouse to stay in and I would like it to have free parking.",Does location or price range matter?
